accuracy,precision,recall,macro_f1,weighted_f1,iteration,labeled_samples,annotation_percentage
0.9127820723042086,0.5378065989236963,0.5334931246447507,0.5148035061690832,0.9169565806375151,62,6700,67.0
0.8750683220114001,0.4533691615412911,0.5047694099938078,0.45182844849284776,0.8895127679407246,63,6800,68.0
0.9170765987350668,0.49275163008067463,0.51913267873698,0.4934462992286718,0.9199073671224066,64,6900,69.0
0.9161396111501523,0.5930324444951044,0.5309237710534929,0.522347851977826,0.9194039901711333,65,7000,70.0
0.9111423440306082,0.48643699418434716,0.5160783517541663,0.48727880137340795,0.9152513157344033,66,7100,71.0
0.9144998828765519,0.5286760990177994,0.5352858514777343,0.5150796846120065,0.9177799287039027,67,7200,72.0
0.9132505660966659,0.5882498934885899,0.5348170022594335,0.5199063300121818,0.9170015509738263,68,7300,73.0
0.9157491996564379,0.4911576735512613,0.5087369762553321,0.48894575288724695,0.9185258217545158,69,7400,74.0
0.9114546732255797,0.5519335173376119,0.5333446678886524,0.514383077795906,0.9156109561261615,70,7500,75.0
0.914421800577809,0.48916574888144265,0.515018043879386,0.48912867227300094,0.9176407352655249,71,7600,76.0
0.9201218083860389,0.4983180443950885,0.5162674541398585,0.49672704133147727,0.9225768926278021,72,7700,77.0
0.8960724603732334,0.46943844325542256,0.5082033659863665,0.4692129090369444,0.9044380103006094,73,7800,78.0
0.9196533145935817,0.49793713132612566,0.5149750467229972,0.4960290067609992,0.9219289326845378,74,7900,79.0
0.9186382447099243,0.4958339524469574,0.5190630031945324,0.49577532826471876,0.9207373912749737,75,8000,80.0
0.9141094713828375,0.4885731482224541,0.5143049749902162,0.48879965542759984,0.917622934031449,76,8100,81.0
0.9045834309362067,0.4765264571999346,0.5050739520193963,0.4765591443363326,0.9105401841388432,77,8200,82.0
0.9166861872413524,0.4926604399228534,0.516345430745095,0.49218557556028103,0.9193865974213622,78,8300,83.0
0.9013820566877488,0.4739963334575899,0.5081942338554383,0.4741843725596963,0.9086871471320654,79,8400,84.0
0.9149683766690091,0.49096004709384056,0.5133467856014685,0.4909658508399907,0.9178746723889727,80,8500,85.0
0.9133286483954087,0.48979026192233877,0.5111108454299103,0.48869461411667253,0.9171877976595119,81,8600,86.0
0.9095026157570079,0.4834733710032656,0.5118619779860822,0.48411245000760844,0.914082335399113,82,8700,87.0
0.9078628874834075,0.4818387423095215,0.518018730734834,0.4840738129518821,0.9128436457980629,83,8800,88.0
0.8987272585304912,0.4737482464139505,0.5066142564955018,0.47341819086854764,0.9066006234202041,84,8900,89.0
0.9099711095494651,0.4860540794341913,0.5097081866015768,0.4856749808350799,0.9144476997206099,85,9000,90.0
0.8798313422347154,0.5064507440439403,0.5233106305908688,0.4823422659622433,0.8937075022995377,86,9100,91.0
0.8496134926212228,0.44026787601175627,0.4952683464939249,0.43445244456222054,0.8729818766577835,87,9200,92.0
0.8806121652221441,0.45600507004863083,0.5005071927490993,0.4547746168403921,0.8938952840640189,88,9300,93.0
0.9032560318575779,0.4754088243957746,0.5028851811860433,0.47499867005396224,0.9100981254092326,89,9400,94.0
0.9138752244866089,0.48845420110011545,0.5082021986435286,0.4870422116609479,0.9177779286832497,90,9500,95.0
0.8968532833606622,0.4688446277491761,0.5062652401557137,0.4692221760767703,0.905500730187446,91,9600,96.0
0.8895916295775748,0.5300737139876703,0.5187813078955061,0.4908844177108371,0.9008400155956723,92,9700,97.0
0.8934957445147185,0.46662159268628606,0.5051112829950387,0.4668043108926422,0.9033814519224743,93,9800,98.0
0.8542203482470524,0.4408287345166381,0.4934449540715339,0.4356582739732951,0.8758552612603275,94,9900,99.0
0.9132505660966659,0.4949362310278305,0.5100852336487299,0.49263632401163704,0.9184104575027661,95,10000,100.0
